ensgs,enformer_set,sel_start,sel_end,tss,chrom
ENSG00000233816,train,21264076,21395148,21368962,9
ENSG00000102924,train,49201439,49332511,49281831,16
ENSG00000124532,train,24331630,24462702,24402908,6
ENSG00000113924,train,120601164,120732236,120682571,3
ENSG00000167800,train,67545269,67676341,67639560,11
ENSG00000119866,train,60491043,60622115,60553567,2
ENSG00000136859,train,127062855,127193927,127122883,9
ENSG00000156269,train,79257071,79388143,79326050,4
ENSG00000233136,na,na,na,9215405,4
ENSG00000137486,train,75254032,75385104,75351705,11
ENSG00000121895,train,38939723,39070795,39032922,4
ENSG00000099769,train,1715574,1846646,1794971,16
ENSG00000099797,train,14419257,14550329,14517085,19
ENSG00000164342,train,185986644,186117716,186069152,4
ENSG00000173366,train,52130462,52261534,52231190,3
ENSG00000137675,train,102601472,102732544,102705806,11
ENSG00000196337,train,49006079,49137151,49058860,19
ENSG00000106799,train,99052082,99183154,99104038,9
ENSG00000165806,train,113600566,113731638,113679162,10
ENSG00000044446,valid,18927308,19058380,18984598,X
ENSG00000165675,test,130792635,130923707,130903317,X
ENSG00000169758,train,76012151,76143223,76059837,15
ENSG00000050748,train,180229751,180360823,180292099,5
ENSG00000205279,train,127583551,127714623,127649044,5
ENSG00000198798,valid,30166830,30297902,30230436,X
ENSG00000180855,train,12385688,12516760,12441112,19
ENSG00000100324,train,39345346,39476418,39399741,22
ENSG00000215912,train,2746290,2877362,2801717,1
ENSG00000168246,train,172226673,172357745,172284071,5
ENSG00000126890,na,na,na,154653579,X
ENSG00000259511,na,na,na,84172490,15
ENSG00000136235,train,23160339,23291411,23235967,7
ENSG00000221916,train,49071678,49202750,49119140,19
ENSG00000185670,train,62690943,62822015,62754188,11
ENSG00000182318,train,58217796,58348868,58327019,19
ENSG00000150403,train,113417817,113548889,113490995,13
ENSG00000187783,train,44814096,44945168,44911200,10
ENSG00000175854,train,128178038,128309110,128275379,9
ENSG00000158270,train,403594,534666,500722,18
ENSG00000205236,na,na,na,102642869,7
ENSG00000186364,train,145780481,145911553,145845629,1
ENSG00000149133,na,na,na,55994625,11
ENSG00000270885,train,35660647,35791719,35731649,17
ENSG00000151623,train,148398417,148529489,148444698,4
ENSG00000204524,test,57147232,57278304,57240685,19
ENSG00000156282,train,30063088,30194160,30166756,21
ENSG00000235453,train,32481505,32612577,32551144,9
ENSG00000163702,train,9849850,9980922,9917074,3
ENSG00000198887,train,70188522,70319594,70258962,9
ENSG00000146039,train,25709209,25840281,25754699,6
ENSG00000085276,train,169603617,169734689,169663618,3
ENSG00000067191,train,39137394,39268466,39197703,17
ENSG00000239605,train,47108847,47239919,47155287,2
ENSG00000181381,train,168471711,168602783,168537786,4
ENSG00000255192,train,35012776,35143848,35085110,15
ENSG00000150990,train,124922343,125053415,124989122,12
ENSG00000284057,train,93644410,93775482,93741664,11
ENSG00000198286,valid,2992778,3123850,3043945,7
ENSG00000182793,train,52741386,52872458,52846095,6
ENSG00000197566,train,16562866,16693938,16653856,17
ENSG00000137513,train,78468383,78599455,78574874,11
ENSG00000155850,train,149883900,150014972,149960737,5
ENSG00000166863,train,56961779,57092851,57028883,12
ENSG00000148700,train,109927022,110058094,109996368,10
ENSG00000120156,train,27036788,27167860,27109141,9
ENSG00000140807,train,50447820,50578892,50548330,16
ENSG00000189184,train,137443384,137574456,137532494,4
ENSG00000076067,train,56436987,56568059,56521929,12
ENSG00000196152,train,127325251,127456323,127424374,9
ENSG00000139354,train,100519515,100650587,100573683,12
ENSG00000089116,train,113376919,113507991,113472280,12
ENSG00000170276,train,111850931,111982003,111912242,11
ENSG00000037280,train,180557746,180688818,180649624,5
ENSG00000130921,train,123151170,123282242,123232916,12
ENSG00000225663,train,81799133,81930205,81833302,17
ENSG00000138286,train,73060384,73191456,73168166,10
ENSG00000198373,train,69668327,69799399,69762306,16
ENSG00000197121,na,na,na,196927796,2
ENSG00000065491,train,37194423,37325495,37257772,6
ENSG00000105851,train,106804808,106935880,106865278,7
ENSG00000205336,train,57532512,57663584,57610652,16
ENSG00000167658,train,3930341,4061413,3985469,19
ENSG00000188612,train,75085646,75216718,75182983,17
ENSG00000197728,train,55977794,56108866,56041853,12
ENSG00000152102,train,131027127,131158199,131093460,2
ENSG00000099904,test,20085832,20216904,20129456,22
ENSG00000172817,train,64700673,64831745,64798761,8
ENSG00000185215,na,na,na,103123442,14
ENSG00000159588,train,45559991,45691063,45624057,1
ENSG00000080608,train,2765158,2896230,2844241,9
ENSG00000105136,na,na,na,57487711,19
ENSG00000164897,train,150982293,151113365,151083546,7
ENSG00000163017,train,73807640,73938712,73892314,2
ENSG00000267168,train,76660022,76791094,76732978,17
ENSG00000235961,valid,152962592,153093664,153072482,X
ENSG00000186732,train,43346885,43477957,43411196,22
ENSG00000068745,train,48653715,48784787,48740353,3
ENSG00000254521,train,51433242,51564314,51501789,19
ENSG00000153214,train,111986997,112118069,112055223,2
ENSG00000069122,train,46903075,47034147,46954943,6
ENSG00000158786,train,20063514,20194586,20139326,1
ENSG00000234745,train,31290513,31421585,31357188,6
ENSG00000158258,train,139887270,140018342,139935185,3
ENSG00000184661,train,25404145,25535217,25458997,8
ENSG00000196136,test,94503630,94634702,94612377,14
ENSG00000128309,train,36918183,37049255,37019635,22
ENSG00000105523,train,48546886,48677958,48614854,19
ENSG00000129657,train,76988017,77119089,77086716,17
ENSG00000203747,na,na,na,161550737,1
ENSG00000172322,valid,9904786,10035858,9951316,12
ENSG00000163833,train,121519550,121650622,121593119,3
ENSG00000104833,train,6423103,6554175,6502848,19
ENSG00000171552,valid,31620381,31751453,31723989,20
ENSG00000125534,na,na,na,63520724,20
ENSG00000005981,train,95390582,95521654,95478444,7
ENSG00000127720,train,82282993,82414065,82358497,12
ENSG00000205221,train,36613007,36744079,36696690,2
ENSG00000090512,test,186568378,186699450,186635969,3
ENSG00000168291,train,58362367,58493439,58433857,3
ENSG00000180318,train,85169349,85300421,85280107,12
ENSG00000121957,train,108797427,108928499,108875350,1
ENSG00000179094,train,8100595,8231667,8156506,17
ENSG00000099991,na,na,na,24011192,22
ENSG00000128040,train,56713876,56844948,56821742,4
ENSG00000214097,test,196431632,196562704,196515366,3
ENSG00000240403,na,na,na,54850443,19
ENSG00000166704,train,57955400,58086472,58003349,19
ENSG00000186376,test,135265506,135396578,135344087,X
ENSG00000025293,valid,35749185,35880257,35771974,20
ENSG00000181038,train,76660022,76791094,76726830,17
ENSG00000168913,train,34449475,34580547,34523041,9
ENSG00000152484,train,27076884,27207956,27171896,13
ENSG00000187612,valid,55841353,55972425,55914582,11
ENSG00000066044,train,7931880,8062952,8005659,19
ENSG00000274750,train,26168402,26299474,26224199,6
ENSG00000156689,train,58820602,58951674,58904215,11
ENSG00000120215,train,5782712,5913784,5890802,9
ENSG00000118046,train,1109584,1240656,1177558,19
ENSG00000151379,train,17720495,17851567,17816496,2
ENSG00000174928,train,155696629,155827701,155806351,3
ENSG00000274276,na,na,na,6468040,21
ENSG00000117010,train,40443269,40574341,40531561,1
ENSG00000096063,train,35816844,35947916,35921342,6
ENSG00000236981,train,123921147,124052219,124023013,11
ENSG00000178591,valid,66335,197407,87250,20
ENSG00000175318,train,72141810,72272882,72197785,15
ENSG00000140650,train,8734667,8865739,8788823,16
ENSG00000105509,na,na,na,51723994,19
ENSG00000101162,valid,58916363,59047435,59019254,20
ENSG00000196968,train,73716374,73847446,73772291,10
ENSG00000167759,train,50974049,51105121,51065114,19
ENSG00000046889,train,67849425,67980497,67952118,8
ENSG00000145431,train,156860688,156991760,156971394,4
ENSG00000136630,train,220825737,220956809,220879400,1
ENSG00000198901,train,90945565,91076637,90995629,15
ENSG00000262484,test,38824463,38955535,38912158,19
ENSG00000172530,train,87839250,87970322,87949244,16
ENSG00000163814,train,45045770,45176842,45146422,3
ENSG00000162670,train,190387801,190518873,190478404,1
ENSG00000110844,train,49483493,49614565,49568218,12
ENSG00000109182,train,48910771,49041843,48986247,4
ENSG00000183283,train,51189067,51320139,51238292,12
ENSG00000103932,train,41441478,41572550,41544269,15
ENSG00000052723,train,114701337,114832409,114780685,1
ENSG00000023892,train,35226453,35357525,35297852,6
ENSG00000182271,train,30281529,30412601,30334059,17
ENSG00000091482,valid,21679844,21810916,21758163,X
ENSG00000090565,train,337995,469067,425619,16
ENSG00000188508,na,na,na,35495558,19
ENSG00000118762,train,87916139,88047211,88007668,4
ENSG00000164076,train,49768898,49899970,49870222,3
ENSG00000011347,train,61510161,61641233,61581148,11
ENSG00000111786,train,120396012,120527084,120469793,12
ENSG00000132819,valid,57310717,57441789,57391407,20
ENSG00000197776,test,49660231,49791303,49693105,14
ENSG00000186980,train,30259885,30390957,30348609,21
ENSG00000174720,train,112581363,112712435,112636964,4
ENSG00000163464,valid,218131505,218262577,218166995,2
ENSG00000188976,train,848384,979456,959309,1
ENSG00000176092,train,26295419,26426491,26360052,1
ENSG00000189375,na,na,na,18661950,17
ENSG00000147854,train,6307504,6438576,6413151,9
ENSG00000066056,train,43198427,43329499,43300993,1
ENSG00000164113,train,122290015,122421087,122378966,4
ENSG00000168930,na,na,na,89808575,11
ENSG00000145423,train,153711936,153843008,153789120,4
ENSG00000113407,train,33389907,33520979,33440696,5
ENSG00000061936,train,131613441,131744513,131711081,12
ENSG00000276180,train,27086788,27217860,27138588,6
ENSG00000197580,train,112113327,112244399,112175467,11
ENSG00000125459,train,155554732,155685804,155610205,1
ENSG00000115474,valid,232697008,232828080,232776568,2
ENSG00000127184,train,86517252,86648324,86617904,5
ENSG00000144857,train,113122878,113253950,113211003,3
ENSG00000137747,train,117820440,117951512,117929459,11
ENSG00000047365,train,36184565,36315637,36244509,4
ENSG00000186153,train,77999400,78130472,78099413,16
ENSG00000172943,valid,54012295,54143367,54048958,X
ENSG00000198720,train,29494341,29625413,29589769,17
ENSG00000162971,valid,199895954,200027026,199955736,2
ENSG00000159840,train,143277852,143408924,143381080,7
ENSG00000164604,train,113036713,113167785,113087778,7
ENSG00000240747,train,42749805,42880877,42809483,3
ENSG00000168404,train,74653851,74784923,74700960,16
ENSG00000184220,train,99740682,99871754,99817834,3
ENSG00000130475,train,17699207,17830279,17747718,19
ENSG00000108175,train,78964294,79095366,79069035,10
ENSG00000214042,train,21132878,21263950,21202205,9
ENSG00000104907,train,13041678,13172750,13117567,19
ENSG00000255150,train,104193059,104324131,104303739,12
ENSG00000127533,train,16780821,16911893,16888860,19
ENSG00000115307,train,74463630,74594702,74529939,2
ENSG00000185133,train,31014273,31145345,31122731,22
ENSG00000241839,train,64794722,64925794,64841883,15
ENSG00000163162,train,101228761,101359833,101308701,2
ENSG00000224712,na,na,na,14708944,16
ENSG00000128944,train,40326295,40457367,40382721,15
ENSG00000147724,train,138390219,138521291,138496822,8
ENSG00000197632,valid,63778294,63909366,63871692,18
ENSG00000156671,train,75028354,75159426,75099586,10
ENSG00000137168,train,36800829,36931901,36875024,6
ENSG00000127989,train,91782637,91913709,91880720,7
ENSG00000058453,na,na,na,16740273,1
ENSG00000103495,train,29703915,29834987,29806106,16
ENSG00000058091,train,90405058,90536130,90466424,7
ENSG00000188868,train,12254490,12385562,12333720,19
ENSG00000162772,train,212494664,212625736,212565334,1
ENSG00000099337,test,38251018,38382090,38319844,19
ENSG00000015676,train,44414415,44545487,44490880,7
ENSG00000110057,train,67938863,68069935,68004982,11
ENSG00000171161,test,248769613,248900685,248838210,1
ENSG00000165102,train,43050276,43181348,43140455,8
ENSG00000120697,train,36916734,37047806,37000261,13
ENSG00000183479,valid,153421348,153552420,153470587,X
ENSG00000235109,train,28267570,28398642,28356271,6
ENSG00000174946,train,151104699,151235771,151203201,3
ENSG00000169612,train,82900046,83031118,82986207,15
ENSG00000163161,train,127225935,127357007,127294176,2
ENSG00000163106,train,94279242,94410314,94342876,4
ENSG00000179284,train,12910480,13041552,12965159,19
ENSG00000178084,na,na,na,184053047,3
ENSG00000137145,train,19164908,19295980,19230435,9
ENSG00000116273,train,6551032,6682104,6613685,1
ENSG00000114023,train,122306738,122437810,122384176,3
ENSG00000147883,train,21920066,22051138,22009363,9
ENSG00000188373,train,84081016,84212088,84173738,10
ENSG00000103222,train,15884958,16016030,15949577,16
ENSG00000144824,train,111679700,111810772,111732497,3
ENSG00000139160,train,31541473,31672545,31647160,12
ENSG00000100448,test,24543340,24674412,24576260,14
ENSG00000101132,valid,54099425,54230497,54207847,20
ENSG00000059758,train,96321179,96452251,96400560,12
ENSG00000144120,train,119596481,119727553,119679167,2
ENSG00000136895,train,127128454,127259526,127224265,9
ENSG00000169598,train,3795874,3926946,3857267,1
ENSG00000125454,train,75216844,75347916,75289510,17
ENSG00000158806,train,21927398,22058470,22024125,8
ENSG00000107295,train,17524933,17656005,17579082,9
ENSG00000168530,valid,210217964,210349036,210315190,2
ENSG00000197355,train,137006293,137137365,137077501,9
ENSG00000127993,train,92438627,92569699,92528773,7
ENSG00000197465,na,na,na,143905563,4
ENSG00000090487,train,64925920,65056992,64990310,15
ENSG00000174448,train,54301401,54432473,54357964,18
ENSG00000079557,train,73418760,73549832,73481683,4
ENSG00000260729,train,72273008,72404080,72375981,15
ENSG00000113532,na,na,na,100903266,5
ENSG00000178445,train,6569900,6700972,6645783,9
ENSG00000159164,train,149847619,149978691,149917882,1
ENSG00000221932,train,124839533,124970605,124919244,11
ENSG00000100796,test,91407027,91538099,91510554,14
ENSG00000105141,train,14944049,15075121,15049384,19
ENSG00000137876,train,55086070,55217142,55197067,15
ENSG00000163605,train,72925345,73056417,72996785,3
ENSG00000112175,train,55824539,55955611,55875564,6
ENSG00000007402,train,50424888,50555960,50504244,3
ENSG00000234965,train,41838108,41969180,41914667,22
ENSG00000134504,train,26552720,26683792,26657401,18
ENSG00000125651,train,6291905,6422977,6393981,19
ENSG00000127780,train,3377467,3508539,3433841,17
ENSG00000148200,train,124701291,124832363,124771310,9
ENSG00000125931,valid,72217950,72349022,72307187,X
ENSG00000169902,train,66135659,66266731,66205199,7
ENSG00000053770,test,57229705,57360777,57268909,14
ENSG00000197410,train,154433525,154564597,154491716,4
ENSG00000187735,train,53942437,54073509,54022529,8
ENSG00000234776,test,45855316,45986388,45907282,11
ENSG00000162664,train,89904915,90035987,89995112,1
ENSG00000177489,valid,247498484,247629556,247588360,1
ENSG00000101190,valid,62815789,62946861,62861763,20
ENSG00000116260,train,180088758,180219830,180154834,1
ENSG00000115042,na,na,na,95402721,2
ENSG00000279765,train,92782337,92913409,92883413,15
ENSG00000196151,train,159217209,159348281,159286799,2
ENSG00000158552,valid,219163706,219294778,219195237,2
ENSG00000242114,train,30358283,30489355,30425530,22
ENSG00000120733,train,138276188,138407260,138352596,5
ENSG00000142405,na,na,na,53824394,19
ENSG00000173065,train,28772752,28903824,28855232,17
ENSG00000186105,train,62508018,62639090,62578735,5
ENSG00000174109,train,1321980,1453052,1420800,16
ENSG00000134955,train,124970731,125101803,125063067,11
ENSG00000206177,train,75599,206671,153892,16
ENSG00000247595,train,18493319,18624391,18588781,11
ENSG00000113555,train,141880822,142011894,141969741,5
ENSG00000156504,test,134692061,134823133,134797232,X
ENSG00000065135,train,109453417,109584489,109548611,1
ENSG00000172680,train,56041605,56172677,56113982,8
ENSG00000197912,train,89413626,89544698,89490917,16
ENSG00000183853,train,157916296,158047368,157993273,1
ENSG00000277932,train,5832712,5963784,5893208,11
ENSG00000173852,train,34968159,35099231,35038271,7
ENSG00000116337,train,109519016,109650088,109616104,1
ENSG00000115241,train,27363548,27494620,27409687,2
ENSG00000237190,train,134340248,134471320,134411898,5
ENSG00000154065,train,23600765,23731837,23662885,18
ENSG00000178372,train,5389118,5520190,5499555,10
ENSG00000105996,train,27030680,27161752,27102811,7
ENSG00000267059,train,1503178,1634250,1605445,19
ENSG00000174279,train,176010553,176141625,176083913,2
ENSG00000203859,train,119358866,119489938,119414931,1
ENSG00000221836,train,143963200,144094272,144048948,7
ENSG00000186912,valid,70153548,70284620,70259764,X
